id;school_id;photo_url1;photo_url2;photo_url3
214;214;/images/jakarta/jakarta_timur/SDIT_Nuul_Huda_Iv3md.jpg;/images/jakarta/jakarta_timur/SDIT_Nuul_Huda_J9y8D.jpg;/images/jakarta/jakarta_timur/SDIT_Nuul_Huda_OyNp6.jpg
215;215;/images/jakarta/jakarta_timur/SDIT_Daul_Hiah_CE5h5.jpg;/images/jakarta/jakarta_timur/SDIT_Daul_Hiah_I6xnB.jpg;/images/jakarta/jakarta_timur/SDIT_Daul_Hiah_lDHXk.jpg
216;216;/images/jakarta/jakarta_timur/SD_CAYA_SATI_fJu2q.jpg;/images/jakarta/jakarta_timur/SD_CAYA_SATI_mLGOb.jpg;/images/jakarta/jakarta_timur/SD_CAYA_SATI_tx3VG.jpg
217;217;/images/jakarta/jakarta_timur/SDS_KRDA_PURA_4UMQs.jpg;/images/jakarta/jakarta_timur/SDS_KRDA_PURA_jvg0X.jpg;/images/jakarta/jakarta_timur/SDS_KRDA_PURA_WF9Fd.jpg
218;218;/images/jakarta/jakarta_timur/SD_KREN_8_BPK_PEUR_pzHHH.jpg;/images/jakarta/jakarta_timur/SD_KREN_8_BPK_PEUR_Q9Fsq.jpg;/images/jakarta/jakarta_timur/SD_KREN_8_BPK_PEUR_rgJuR.jpg
219;219;/images/jakarta/jakarta_timur/SDS_Kaka_VII1_Cing_LDFX0.jpg;/images/jakarta/jakarta_timur/SDS_Kaka_VII1_Cing_mTWfQ.jpg;/images/jakarta/jakarta_timur/SDS_Kaka_VII1_Cing_wfdtJ.jpg
220;220;/images/jakarta/jakarta_timur/SDS_Kaka_X-7_3SctF.jpg;/images/jakarta/jakarta_timur/SDS_Kaka_X-7_Ef1Pg.jpg;/images/jakarta/jakarta_timur/SDS_Kaka_X-7_em3IJ.jpg
221;221;/images/jakarta/jakarta_timur/SDS_Nuul_Isam_KQvTI.jpg;/images/jakarta/jakarta_timur/SDS_Nuul_Isam_YCFpk.jpg;/images/jakarta/jakarta_timur/SDS_Nuul_Isam_zV1R5.jpg
222;222;/images/jakarta/jakarta_timur/SD_SATA_ANNA_0QQIo.jpg;/images/jakarta/jakarta_timur/SD_SATA_ANNA_dgd5V.jpg;/images/jakarta/jakarta_timur/SD_SATA_ANNA_oIKlN.jpg
223;223;/images/jakarta/jakarta_timur/SD_ISAM_NAUL_WAAN_XfDwz.jpg;/images/jakarta/jakarta_timur/SD_ISAM_NAUL_WAAN_xvrmo.jpg;/images/jakarta/jakarta_timur/SD_ISAM_NAUL_WAAN_Y175m.jpg
224;224;/images/jakarta/jakarta_timur/SDIT_MALA_AOc1i.jpg;/images/jakarta/jakarta_timur/SDIT_MALA_JttCi.jpg;/images/jakarta/jakarta_timur/SDIT_MALA_vABLT.jpg
225;225;/images/jakarta/jakarta_timur/SDS_Ksia_Basa_B9eJH.jpg;/images/jakarta/jakarta_timur/SDS_Ksia_Basa_riDBo.jpg;/images/jakarta/jakarta_timur/SDS_Ksia_Basa_sYkPw.jpg
226;226;/images/jakarta/jakarta_timur/SDS_DWI_CATI_BHTI_PAAD_BLkoq.jpg;/images/jakarta/jakarta_timur/SDS_DWI_CATI_BHTI_PAAD_GlRBB.jpg;/images/jakarta/jakarta_timur/SDS_DWI_CATI_BHTI_PAAD_JGqTv.jpg
227;227;/images/jakarta/jakarta_timur/SD_ERSS_BHAN_JATA_AMdy9.jpg;/images/jakarta/jakarta_timur/SD_ERSS_BHAN_JATA_IIe7V.jpg;/images/jakarta/jakarta_timur/SD_ERSS_BHAN_JATA_oFkoz.jpg
228;228;/images/jakarta/jakarta_timur/SDIT_Buti_Isic_Scol_2_ACb3V.jpg;/images/jakarta/jakarta_timur/SDIT_Buti_Isic_Scol_2_FnDGn.jpg;/images/jakarta/jakarta_timur/SDIT_Buti_Isic_Scol_2_q8cRF.jpg
229;229;/images/jakarta/jakarta_timur/SD_NAWI_ISIC_SCOL_edXrR.jpg;/images/jakarta/jakarta_timur/SD_NAWI_ISIC_SCOL_pdTMq.jpg;/images/jakarta/jakarta_timur/SD_NAWI_ISIC_SCOL_z66pb.jpg
230;230;/images/jakarta/jakarta_timur/SDS_Muah_41_cUuG8.jpg;/images/jakarta/jakarta_timur/SDS_Muah_41_gsSfs.jpg;/images/jakarta/jakarta_timur/SDS_Muah_41_Qblc4.jpg
231;231;/images/jakarta/jakarta_timur/SDS_Sato_Anus_I_AjqXN.jpg;/images/jakarta/jakarta_timur/SDS_Sato_Anus_I_CXgGQ.jpg;/images/jakarta/jakarta_timur/SDS_Sato_Anus_I_nzLyH.jpg
232;232;/images/jakarta/jakarta_timur/SDI_AL_MUAH_A1UE1.jpg;/images/jakarta/jakarta_timur/SDI_AL_MUAH_kivPW.jpg;/images/jakarta/jakarta_timur/SDI_AL_MUAH_rhh9Y.jpg
233;233;/images/jakarta/jakarta_timur/SDS_Igus_Slet_Ridi_II_AlBgo.jpg;/images/jakarta/jakarta_timur/SDS_Igus_Slet_Ridi_II_DlBgo.jpg;/images/jakarta/jakarta_timur/SDS_Igus_Slet_Ridi_II_HFmrb.jpg
234;234;/images/jakarta/jakarta_timur/SD_MEAR_SARI_BX0nm.jpg;/images/jakarta/jakarta_timur/SD_MEAR_SARI_f77xt.jpg;/images/jakarta/jakarta_timur/SD_MEAR_SARI_jjPXe.jpg
235;235;/images/jakarta/jakarta_timur/SDS_Stda_Van_Lith_II_AE2NJ.jpg;/images/jakarta/jakarta_timur/SDS_Stda_Van_Lith_II_gcaKJ.jpg;/images/jakarta/jakarta_timur/SDS_Stda_Van_Lith_II_R6aeR.jpg
236;236;/images/jakarta/jakarta_timur/SDIT_AL_FAAH_8ZrRC.jpg;/images/jakarta/jakarta_timur/SDIT_AL_FAAH_fseO1.jpg;/images/jakarta/jakarta_timur/SDIT_AL_FAAH_hNKvk.jpg
237;237;/images/jakarta/jakarta_timur/SD_TUAS_CENG_AnOqg.jpg;/images/jakarta/jakarta_timur/SD_TUAS_CENG_m8EYa.jpg;/images/jakarta/jakarta_timur/SD_TUAS_CENG_wrBJM.jpg
238;238;/images/jakarta/jakarta_timur/SDIT_ASAH_AoB06.jpg;/images/jakarta/jakarta_timur/SDIT_ASAH_kSJAN.jpg;/images/jakarta/jakarta_timur/SDIT_ASAH_mgd1M.jpg
239;239;/images/jakarta/jakarta_timur/SDS_Isam_PB_Soan_A1nVa.jpg;/images/jakarta/jakarta_timur/SDS_Isam_PB_Soan_BUX00.jpg;/images/jakarta/jakarta_timur/SDS_Isam_PB_Soan_dC8gB.jpg
240;240;/images/jakarta/jakarta_timur/SDS_Ansa_10_A6sNx.jpg;/images/jakarta/jakarta_timur/SDS_Ansa_10_gR2Gl.jpg;/images/jakarta/jakarta_timur/SDS_Ansa_10_v0bMi.jpg
241;241;/images/jakarta/jakarta_timur/SD_Don_Boco_2_AuUL6.jpg;/images/jakarta/jakarta_timur/SD_Don_Boco_2_Bf2A3.jpg;/images/jakarta/jakarta_timur/SD_Don_Boco_2_Gm9qH.jpg
242;242;/images/jakarta/jakarta_timur/SDIT_MUAD_ISIC_SCOL_AFdu4.jpg;/images/jakarta/jakarta_timur/SDIT_MUAD_ISIC_SCOL_BDpqK.jpg;/images/jakarta/jakarta_timur/SDIT_MUAD_ISIC_SCOL_wKDlJ.jpg
243;243;/images/jakarta/jakarta_timur/SD_MUAH_09_AZqi3.jpg;/images/jakarta/jakarta_timur/SD_MUAH_09_gIM78.jpg;/images/jakarta/jakarta_timur/SD_MUAH_09_hsMRX.jpg
244;244;/images/jakarta/jakarta_timur/SD_Baul_Khir_UDQmt.jpg;/images/jakarta/jakarta_timur/SD_Baul_Khir_VUg0f.jpg;/images/jakarta/jakarta_timur/SD_Baul_Khir_ZmSOE.jpg
245;245;/images/jakarta/jakarta_timur/SDS_Kren_4_BPK_Peur_ARf3w.jpg;/images/jakarta/jakarta_timur/SDS_Kren_4_BPK_Peur_Boctm.jpg;/images/jakarta/jakarta_timur/SDS_Kren_4_BPK_Peur_QxZDd.jpg
246;246;/images/jakarta/jakarta_timur/SD_PETA_KAIH_INIA_SCOL_A3ySV.jpg;/images/jakarta/jakarta_timur/SD_PETA_KAIH_INIA_SCOL_B5eV9.jpg;/images/jakarta/jakarta_timur/SD_PETA_KAIH_INIA_SCOL_HNr0D.jpg
247;247;/images/jakarta/jakarta_timur/SDK_PETA_KAIH_AOBQU.jpg;/images/jakarta/jakarta_timur/SDK_PETA_KAIH_BDGMr.jpg;/images/jakarta/jakarta_timur/SDK_PETA_KAIH_dfSwa.jpg
248;248;/images/jakarta/jakarta_timur/SDS_Isam_Tuku_5thlK.jpg;/images/jakarta/jakarta_timur/SDS_Isam_Tuku_Oh97P.jpg;/images/jakarta/jakarta_timur/SDS_Isam_Tuku_rBUz5.jpg
249;249;/images/jakarta/jakarta_timur/SD_SATA_MAIA_FAMA_7HriT.jpg;/images/jakarta/jakarta_timur/SD_SATA_MAIA_FAMA_dq1W1.jpg;/images/jakarta/jakarta_timur/SD_SATA_MAIA_FAMA_XE7Xf.jpg
250;250;/images/jakarta/jakarta_timur/SD_SATO_FRUS_III_ASFyh.jpg;/images/jakarta/jakarta_timur/SD_SATO_FRUS_III_CPgRM.jpg;/images/jakarta/jakarta_timur/SD_SATO_FRUS_III_mQcf6.jpg
